roll_no,name,course,semester,attendance_pct,avg_marks,lms_engagement_score,risk_score
CS16375,Student 14376,Civil,3,91.6,94.7,86.3,8.2
CS16376,Student 14377,Electrical,3,82.8,97.3,91.8,9.6
CS16377,Student 14378,Mechanical,4,51.1,72.2,45.1,41.7
CS16378,Student 14379,Computer Science,6,45.7,24.9,36.3,64.5
CS16379,Student 14380,Civil,6,68.2,30.9,71.4,46.1
CS16380,Student 14381,Computer Science,4,91.4,61.8,94.1,19.9
CS16381,Student 14382,Computer Science,4,77.8,84.5,29.1,29.3
CS16382,Student 14383,Electrical,4,75.0,86.8,36.9,27.9
CS16383,Student 14384,Mechanical,4,31.3,38.7,44.2,63.2
CS16384,Student 14385,Computer Science,5,73.1,91.9,45.1,25.0
CS16385,Student 14386,Computer Science,5,87.1,88.5,28.2,24.1
CS16386,Student 14387,Electrical,4,43.2,80.0,40.7,42.6
CS16387,Student 14388,Computer Science,6,51.1,37.5,34.2,57.7
CS16388,Student 14389,Electrical,3,62.9,56.3,57.3,40.9
CS16389,Student 14390,Electrical,3,30.0,44.5,52.2,59.8
CS16390,Student 14391,Civil,6,32.2,86.0,26.1,47.5
CS16391,Student 14392,Computer Science,3,87.1,65.3,95.5,19.9
CS16392,Student 14393,Electrical,3,93.2,30.4,74.6,35.6
CS16393,Student 14394,Electrical,3,83.4,46.3,42.6,39.6
CS16394,Student 14395,Civil,5,52.7,30.0,59.7,55.0
CS16395,Student 14396,Computer Science,5,74.4,96.3,66.4,18.4
CS16396,Student 14397,Civil,4,73.2,63.8,92.0,26.8
CS16397,Student 14398,Computer Science,3,73.2,76.6,26.3,34.8
CS16398,Student 14399,Electrical,5,37.5,26.4,23.6,69.7
CS16399,Student 14400,Computer Science,5,45.1,27.0,82.2,54.7
CS16400,Student 14401,Computer Science,4,94.6,55.5,14.0,37.2
CS16401,Student 14402,Computer Science,4,68.9,75.4,67.8,28.7
CS16402,Student 14403,Civil,6,99.2,73.0,22.5,26.6
CS16403,Student 14404,Electrical,5,45.6,40.5,97.5,46.1
CS16404,Student 14405,Electrical,4,50.2,81.4,33.0,40.8
CS16405,Student 14406,Electrical,5,38.1,84.8,57.5,39.3
CS16406,Student 14407,Electrical,6,85.5,33.9,44.4,43.4
CS16407,Student 14408,Mechanical,3,87.0,78.9,38.6,25.9
CS16408,Student 14409,Electrical,6,42.7,28.6,15.4,68.4
CS16409,Student 14410,Electrical,6,71.3,56.5,86.8,31.5
CS16410,Student 14411,Mechanical,4,30.7,61.2,90.8,45.1
CS16411,Student 14412,Civil,3,43.6,20.9,18.8,70.4
CS16412,Student 14413,Mechanical,4,67.8,49.2,15.7,50.1
CS16413,Student 14414,Electrical,6,94.8,89.7,13.9,23.4
CS16414,Student 14415,Civil,3,36.5,50.3,66.8,51.9
CS16415,Student 14416,Computer Science,5,47.8,88.6,49.5,35.5
CS16416,Student 14417,Electrical,5,67.7,47.3,11.9,51.6
CS16417,Student 14418,Mechanical,4,34.7,39.6,7.4,68.8
CS16418,Student 14419,Mechanical,4,68.8,69.5,59.7,32.7
CS16419,Student 14420,Civil,4,42.2,88.8,84.5,30.7
CS16420,Student 14421,Civil,3,52.2,95.8,74.0,26.0
CS16421,Student 14422,Mechanical,4,54.5,41.4,69.7,47.7
CS16422,Student 14423,Civil,4,82.3,67.5,30.6,34.0
CS16423,Student 14424,Mechanical,3,86.0,24.5,28.4,50.1
CS16424,Student 14425,Computer Science,6,33.3,27.6,98.3,56.0
CS16425,Student 14426,Electrical,5,38.0,99.9,48.0,35.2
CS16426,Student 14427,Mechanical,5,81.8,41.8,46.2,41.3
CS16427,Student 14428,Electrical,6,88.6,70.9,93.5,17.5
CS16428,Student 14429,Civil,5,58.5,33.1,18.1,59.7
CS16429,Student 14430,Electrical,5,62.5,42.5,74.1,43.2
CS16430,Student 14431,Electrical,4,50.4,85.3,72.5,31.2
CS16431,Student 14432,Computer Science,5,44.0,54.2,70.0,46.7
CS16432,Student 14433,Mechanical,3,81.3,86.4,37.8,25.4
CS16433,Student 14434,Electrical,6,78.0,94.5,77.7,15.5
CS16434,Student 14435,Mechanical,6,70.7,31.7,0.9,58.9
CS16435,Student 14436,Electrical,6,59.2,92.5,6.7,38.0
CS16436,Student 14437,Mechanical,5,92.0,33.6,12.1,47.3
CS16437,Student 14438,Mechanical,4,66.8,83.3,94.6,21.0
CS16438,Student 14439,Mechanical,6,79.1,40.7,42.7,43.5
CS16439,Student 14440,Mechanical,5,32.4,49.8,28.3,61.5
CS16440,Student 14441,Electrical,6,55.3,28.9,54.1,55.5
CS16441,Student 14442,Mechanical,4,53.6,57.8,65.2,42.4
CS16442,Student 14443,Computer Science,5,60.3,78.8,85.6,27.2
CS16443,Student 14444,Civil,3,96.2,20.0,99.0,33.7
CS16444,Student 14445,Civil,3,79.7,93.6,57.6,19.2
CS16445,Student 14446,Mechanical,3,55.1,52.4,2.5,56.5
CS16446,Student 14447,Mechanical,5,59.9,42.8,84.2,42.1
CS16447,Student 14448,Civil,3,61.0,26.5,31.6,58.7
CS16448,Student 14449,Mechanical,4,48.9,59.7,67.1,43.1
CS16449,Student 14450,Mechanical,4,38.2,39.9,69.3,54.9
CS16450,Student 14451,Civil,3,67.4,66.1,58.5,34.9
CS16451,Student 14452,Electrical,3,36.4,42.2,21.4,64.3
CS16452,Student 14453,Civil,3,51.5,47.1,94.0,41.8
CS16453,Student 14454,Mechanical,5,74.1,71.7,14.9,38.7
CS16454,Student 14455,Computer Science,6,45.4,98.1,56.0,31.4
CS16455,Student 14456,Civil,6,90.1,94.7,95.3,7.0
CS16456,Student 14457,Computer Science,4,44.2,75.1,87.9,34.7
CS16457,Student 14458,Electrical,3,62.9,24.4,59.7,53.1
CS16458,Student 14459,Civil,5,44.1,94.4,61.1,32.4
CS16459,Student 14460,Mechanical,4,84.1,21.1,56.4,46.6
CS16460,Student 14461,Civil,6,79.2,23.8,89.8,40.8
CS16461,Student 14462,Electrical,5,72.3,58.4,10.7,45.6
CS16462,Student 14463,Civil,5,38.6,78.1,79.7,37.4
CS16463,Student 14464,Civil,3,58.7,31.2,75.1,49.0
CS16464,Student 14465,Electrical,3,61.8,53.1,53.8,43.3
CS16465,Student 14466,Computer Science,5,77.5,99.7,97.2,9.7
CS16466,Student 14467,Mechanical,5,59.9,66.3,94.0,30.7
CS16467,Student 14468,Computer Science,6,88.5,47.1,19.4,41.9
CS16468,Student 14469,Mechanical,6,78.5,57.2,32.4,39.2
CS16469,Student 14470,Computer Science,6,62.2,30.8,56.4,51.5
CS16470,Student 14471,Civil,5,54.7,23.6,52.8,58.1
CS16471,Student 14472,Civil,4,39.3,97.2,15.9,42.2
CS16472,Student 14473,Civil,4,75.4,24.1,2.4,59.7
CS16473,Student 14474,Civil,5,31.7,88.3,13.5,49.3
CS16474,Student 14475,Electrical,3,99.4,57.5,16.1,34.0
CS16475,Student 14476,Civil,6,87.4,34.5,69.7,37.3
CS16476,Student 14477,Computer Science,4,49.3,30.6,67.3,54.6
CS16477,Student 14478,Civil,3,99.6,32.9,99.0,27.2
CS16478,Student 14479,Civil,3,32.6,33.8,6.8,72.1
CS16479,Student 14480,Mechanical,4,30.3,21.3,9.1,77.5
CS16480,Student 14481,Electrical,5,85.8,56.3,7.4,41.7
CS16481,Student 14482,Mechanical,3,64.0,88.4,61.8,26.7
CS16482,Student 14483,Mechanical,4,32.4,40.8,3.4,70.0
CS16483,Student 14484,Electrical,3,47.6,55.1,11.3,56.7
CS16484,Student 14485,Mechanical,3,54.3,97.2,43.6,30.7
CS16485,Student 14486,Mechanical,3,51.1,95.8,85.0,24.2
CS16486,Student 14487,Mechanical,4,55.5,77.8,13.7,43.9
CS16487,Student 14488,Electrical,3,54.7,45.3,98.8,40.2
CS16488,Student 14489,Mechanical,6,93.8,60.6,8.6,36.5
CS16489,Student 14490,Electrical,4,57.6,24.1,58.8,55.6
CS16490,Student 14491,Electrical,3,89.9,63.9,83.2,21.8
CS16491,Student 14492,Electrical,5,77.7,44.6,21.2,46.8
CS16492,Student 14493,Civil,5,98.2,59.4,27.2,31.5
CS16493,Student 14494,Electrical,4,78.4,83.8,48.5,25.4
CS16494,Student 14495,Civil,5,48.7,39.9,96.2,45.3
CS16495,Student 14496,Mechanical,5,64.6,94.2,17.5,33.0
CS16496,Student 14497,Computer Science,4,99.9,54.3,41.4,30.0
CS16497,Student 14498,Mechanical,6,40.0,95.5,41.1,37.6
CS16498,Student 14499,Electrical,5,90.6,58.7,21.3,36.0
CS16499,Student 14500,Mechanical,3,33.3,30.9,18.4,70.6
CS16500,Student 14501,Computer Science,6,30.8,82.7,21.4,50.3
CS16501,Student 14502,Computer Science,3,83.8,55.0,61.1,32.3
CS16502,Student 14503,Civil,6,47.1,55.3,28.1,53.4
CS16503,Student 14504,Computer Science,3,84.6,93.4,57.6,17.3
CS16504,Student 14505,Electrical,3,33.0,81.2,6.9,52.9
CS16505,Student 14506,Mechanical,3,69.1,68.3,48.0,35.4
CS16506,Student 14507,Computer Science,3,58.5,64.9,20.5,46.5
CS16507,Student 14508,Civil,6,33.1,24.1,22.1,72.7
CS16508,Student 14509,Electrical,5,98.5,66.9,82.0,17.4
CS16509,Student 14510,Electrical,3,77.4,96.6,13.1,27.8
CS16510,Student 14511,Electrical,6,63.9,91.2,55.3,26.9
CS16511,Student 14512,Computer Science,5,57.0,92.3,59.8,28.3
CS16512,Student 14513,Mechanical,5,55.7,40.2,98.5,41.9
CS16513,Student 14514,Mechanical,5,93.5,32.1,5.3,48.7
CS16514,Student 14515,Electrical,3,48.0,49.0,74.2,46.4
CS16515,Student 14516,Civil,5,55.5,49.5,87.1,40.6
CS16516,Student 14517,Civil,6,51.3,20.8,22.0,66.8
CS16517,Student 14518,Computer Science,5,67.1,80.3,75.1,26.0
CS16518,Student 14519,Civil,5,97.0,96.6,57.4,11.1
CS16519,Student 14520,Mechanical,5,73.6,34.7,43.7,47.9
CS16520,Student 14521,Civil,6,78.2,70.8,77.1,25.0
CS16521,Student 14522,Civil,4,57.9,91.2,64.6,27.4
CS16522,Student 14523,Mechanical,3,47.0,23.3,64.5,59.0
CS16523,Student 14524,Civil,3,49.2,54.8,19.7,54.5
CS16524,Student 14525,Computer Science,3,63.3,80.3,46.5,33.3
CS16525,Student 14526,Computer Science,4,87.4,63.6,39.1,31.8
CS16526,Student 14527,Civil,3,73.7,68.8,0.8,42.8
CS16527,Student 14528,Electrical,4,59.4,71.3,14.9,44.7
CS16528,Student 14529,Civil,5,43.5,70.3,45.2,45.4
CS16529,Student 14530,Mechanical,6,57.9,62.0,5.8,50.9
CS16530,Student 14531,Civil,3,31.2,20.1,59.7,67.5
CS16531,Student 14532,Civil,6,63.2,26.0,60.5,52.2
CS16532,Student 14533,Mechanical,5,89.6,84.3,66.5,17.1
CS16533,Student 14534,Civil,4,39.5,75.8,75.6,38.8
CS16534,Student 14535,Mechanical,5,33.0,81.1,51.3,44.1
CS16535,Student 14536,Electrical,4,33.4,23.6,44.9,68.2
CS16536,Student 14537,Electrical,3,76.9,39.4,70.1,39.5
CS16537,Student 14538,Electrical,6,38.6,41.6,31.0,61.7
CS16538,Student 14539,Electrical,5,59.5,63.0,37.8,43.4
CS16539,Student 14540,Mechanical,5,31.1,74.8,17.7,54.1
CS16540,Student 14541,Computer Science,5,90.6,43.9,54.5,35.3
CS16541,Student 14542,Computer Science,4,86.4,22.5,99.1,36.6
CS16542,Student 14543,Civil,3,52.4,80.8,80.6,30.6
CS16543,Student 14544,Mechanical,5,74.2,21.7,39.8,53.7
CS16544,Student 14545,Electrical,4,73.1,69.6,66.3,29.7
CS16545,Student 14546,Mechanical,4,86.2,50.3,48.9,35.6
CS16546,Student 14547,Electrical,3,76.7,98.0,77.2,14.7
CS16547,Student 14548,Mechanical,4,74.2,91.1,37.2,26.4
CS16548,Student 14549,Civil,3,76.5,49.4,46.2,40.4
CS16549,Student 14550,Civil,6,70.4,30.3,21.4,55.4
CS16550,Student 14551,Electrical,6,73.1,48.8,75.0,36.2
CS16551,Student 14552,Mechanical,3,78.8,96.1,6.4,28.8
CS16552,Student 14553,Mechanical,3,38.2,68.2,40.9,49.3
CS16553,Student 14554,Computer Science,5,90.6,51.9,7.2,41.6
CS16554,Student 14555,Electrical,3,94.4,41.8,46.9,36.1
CS16555,Student 14556,Mechanical,4,89.1,67.7,66.8,23.9
CS16556,Student 14557,Computer Science,4,78.1,92.0,2.3,31.5
CS16557,Student 14558,Civil,3,63.6,92.8,52.6,26.9
CS16558,Student 14559,Mechanical,4,59.5,34.8,10.7,60.1
CS16559,Student 14560,Civil,3,35.6,53.5,26.5,59.1
CS16560,Student 14561,Civil,6,44.2,85.3,92.6,29.7
CS16561,Student 14562,Civil,5,92.5,70.7,54.9,23.7
CS16562,Student 14563,Electrical,4,34.5,45.9,26.9,62.5
CS16563,Student 14564,Mechanical,4,61.7,95.7,43.7,28.3
CS16564,Student 14565,Civil,5,84.9,64.3,27.8,34.8
CS16565,Student 14566,Electrical,6,57.1,77.8,36.8,38.7
CS16566,Student 14567,Electrical,3,85.2,61.3,51.6,31.1
CS16567,Student 14568,Mechanical,3,64.0,77.8,41.7,34.9
CS16568,Student 14569,Computer Science,5,71.5,31.3,71.1,44.7
CS16569,Student 14570,Computer Science,5,80.2,97.0,18.6,25.4
CS16570,Student 14571,Electrical,3,65.5,90.3,63.9,24.9
CS16571,Student 14572,Electrical,6,64.3,44.8,1.2,56.1
CS16572,Student 14573,Mechanical,5,91.7,48.7,0.1,43.8
CS16573,Student 14574,Mechanical,5,67.6,27.8,13.1,59.2
CS16574,Student 14575,Mechanical,5,69.8,59.5,75.4,33.2
CS16575,Student 14576,Electrical,6,74.0,99.4,22.4,26.2
CS16576,Student 14577,Mechanical,3,61.2,99.2,62.4,23.4
CS16577,Student 14578,Electrical,6,67.9,63.4,78.3,31.8
CS16578,Student 14579,Mechanical,4,100.0,51.1,8.6,37.8
CS16579,Student 14580,Electrical,5,64.7,76.2,54.7,32.7
CS16580,Student 14581,Electrical,3,91.9,79.5,17.0,28.0
CS16581,Student 14582,Computer Science,6,39.5,28.9,52.9,62.1
CS16582,Student 14583,Electrical,3,79.2,77.9,70.5,23.1
CS16583,Student 14584,Mechanical,4,75.4,45.5,9.1,49.8
CS16584,Student 14585,Mechanical,5,95.0,46.2,55.5,32.4
CS16585,Student 14586,Electrical,5,50.4,54.4,5.7,56.9
CS16586,Student 14587,Computer Science,3,30.9,27.5,12.5,74.1
CS16587,Student 14588,Mechanical,3,56.5,25.5,73.2,52.6
CS16588,Student 14589,Computer Science,6,43.5,21.7,58.4,62.2
CS16589,Student 14590,Electrical,4,45.9,36.8,75.0,51.9
CS16590,Student 14591,Computer Science,4,38.1,49.9,82.2,48.4
CS16591,Student 14592,Electrical,3,53.1,69.6,82.5,34.4
CS16592,Student 14593,Electrical,6,79.5,25.8,42.3,49.4
CS16593,Student 14594,Electrical,4,57.6,82.7,88.0,26.3
CS16594,Student 14595,Civil,5,55.5,67.7,46.7,41.4
CS16595,Student 14596,Electrical,4,60.7,77.3,85.6,27.7
CS16596,Student 14597,Computer Science,6,93.8,72.1,71.5,19.3
CS16597,Student 14598,Electrical,6,72.4,98.1,29.3,25.9
CS16598,Student 14599,Civil,6,69.9,94.8,77.5,18.6
CS16599,Student 14600,Civil,6,87.8,31.0,31.0,46.3
CS16600,Student 14601,Computer Science,3,61.1,66.0,53.4,38.5
CS16601,Student 14602,Computer Science,6,46.2,46.3,78.4,47.3
CS16602,Student 14603,Mechanical,3,70.5,20.7,54.6,52.6
CS16603,Student 14604,Computer Science,6,60.2,81.1,4.7,42.5
CS16604,Student 14605,Civil,6,32.5,46.6,48.2,58.7
CS16605,Student 14606,Computer Science,6,95.0,53.2,77.5,25.2
CS16606,Student 14607,Mechanical,6,88.8,45.7,85.2,29.2
CS16607,Student 14608,Civil,4,52.4,44.5,14.2,58.4
CS16608,Student 14609,Electrical,6,98.7,85.6,41.8,17.9
CS16609,Student 14610,Computer Science,5,36.6,21.4,81.3,60.5
CS16610,Student 14611,Electrical,4,69.2,91.8,42.2,27.2
CS16611,Student 14612,Computer Science,6,68.1,20.9,55.7,53.3
CS16612,Student 14613,Computer Science,3,52.1,29.5,90.5,49.3
CS16613,Student 14614,Electrical,5,54.7,36.7,49.5,53.5
CS16614,Student 14615,Computer Science,3,66.4,23.6,52.5,53.5
CS16615,Student 14616,Mechanical,6,39.5,25.5,61.6,61.7
CS16616,Student 14617,Mechanical,4,39.0,86.8,96.5,30.4
CS16617,Student 14618,Computer Science,4,44.6,83.4,40.9,40.6
CS16618,Student 14619,Computer Science,4,77.5,78.3,68.0,24.1
CS16619,Student 14620,Electrical,5,40.2,21.7,1.3,75.0
CS16620,Student 14621,Mechanical,6,98.8,45.2,26.0,37.2
CS16621,Student 14622,Mechanical,6,71.2,97.6,58.4,20.8
CS16622,Student 14623,Mechanical,6,47.7,53.0,24.1,54.9
CS16623,Student 14624,Computer Science,6,93.6,78.8,84.4,14.2
CS16624,Student 14625,Computer Science,3,98.3,55.3,55.6,27.4
CS16625,Student 14626,Civil,5,87.7,68.9,57.5,25.9
CS16626,Student 14627,Civil,5,77.8,97.3,1.5,29.7
CS16627,Student 14628,Mechanical,3,46.7,37.4,50.4,56.3
CS16628,Student 14629,Mechanical,3,52.7,54.5,10.3,55.1
CS16629,Student 14630,Civil,6,99.6,82.1,43.1,18.7
CS16630,Student 14631,Electrical,4,36.3,56.7,6.7,61.5
CS16631,Student 14632,Mechanical,4,56.6,74.6,47.0,38.1
CS16632,Student 14633,Civil,5,48.5,62.2,69.1,41.9
CS16633,Student 14634,Electrical,5,82.4,27.2,19.8,52.2
CS16634,Student 14635,Civil,5,39.4,39.0,36.0,61.4
CS16635,Student 14636,Civil,4,86.3,87.1,17.9,27.1
CS16636,Student 14637,Computer Science,6,40.8,79.1,90.4,34.0
CS16637,Student 14638,Mechanical,3,32.9,60.5,28.2,57.0
CS16638,Student 14639,Civil,6,35.9,66.1,16.7,55.9
CS16639,Student 14640,Electrical,6,98.0,82.7,13.5,25.0
CS16640,Student 14641,Mechanical,6,86.6,93.1,2.5,27.6
CS16641,Student 14642,Electrical,3,76.6,57.0,74.1,31.7
CS16642,Student 14643,Civil,3,51.4,64.4,69.4,39.8
CS16643,Student 14644,Mechanical,4,31.2,44.1,38.8,62.1
CS16644,Student 14645,Electrical,4,35.7,52.1,56.3,53.6
CS16645,Student 14646,Mechanical,4,58.7,42.4,1.6,59.2
CS16646,Student 14647,Mechanical,3,87.0,34.1,8.2,49.9
CS16647,Student 14648,Civil,5,92.1,46.8,71.4,30.2
CS16648,Student 14649,Electrical,5,98.1,63.3,2.7,34.9
CS16649,Student 14650,Computer Science,5,47.5,35.8,96.9,47.3
CS16650,Student 14651,Electrical,6,99.8,72.4,33.7,24.4
CS16651,Student 14652,Computer Science,6,69.3,50.0,55.7,41.1
CS16652,Student 14653,Computer Science,3,84.1,42.6,60.1,37.3
CS16653,Student 14654,Electrical,4,47.6,50.5,7.8,59.2
CS16654,Student 14655,Mechanical,6,35.3,64.7,60.2,48.0
CS16655,Student 14656,Civil,5,88.4,42.6,25.2,42.6
CS16656,Student 14657,Computer Science,5,84.0,40.1,15.1,47.3
CS16657,Student 14658,Civil,3,73.5,63.6,20.5,41.1
CS16658,Student 14659,Electrical,6,33.3,66.6,67.4,46.6
CS16659,Student 14660,Mechanical,4,97.5,51.6,18.3,36.7
CS16660,Student 14661,Computer Science,5,92.0,75.7,74.9,17.9
CS16661,Student 14662,Civil,6,95.2,96.5,29.5,17.4
CS16662,Student 14663,Computer Science,5,50.8,64.3,24.0,49.2
CS16663,Student 14664,Civil,6,99.1,43.2,18.5,39.4
CS16664,Student 14665,Civil,3,83.3,83.3,85.0,16.4
CS16665,Student 14666,Computer Science,6,67.3,50.7,93.7,34.1
CS16666,Student 14667,Civil,4,69.7,33.0,35.2,51.9
CS16667,Student 14668,Mechanical,4,80.5,29.5,26.6,50.7
CS16668,Student 14669,Computer Science,3,61.1,38.6,87.7,42.6
CS16669,Student 14670,Mechanical,3,46.7,39.7,58.9,53.7
CS16670,Student 14671,Civil,5,40.8,59.1,73.1,45.4
CS16671,Student 14672,Electrical,5,47.9,57.1,83.0,41.4
CS16672,Student 14673,Electrical,6,63.3,93.5,98.4,17.6
CS16673,Student 14674,Computer Science,6,59.8,24.1,34.4,59.6
CS16674,Student 14675,Computer Science,4,72.5,26.5,45.8,51.2
CS16675,Student 14676,Civil,5,61.2,33.2,30.4,56.2
CS16676,Student 14677,Electrical,5,38.3,62.6,84.0,42.8
CS16677,Student 14678,Civil,6,73.5,26.4,42.1,51.6
CS16678,Student 14679,Mechanical,5,48.8,98.9,45.2,31.9
CS16679,Student 14680,Civil,3,47.0,89.4,23.7,40.7
CS16680,Student 14681,Mechanical,3,48.9,54.4,84.4,41.8
CS16681,Student 14682,Mechanical,4,91.6,60.2,26.9,33.9
CS16682,Student 14683,Mechanical,4,60.3,75.4,31.9,39.3
CS16683,Student 14684,Electrical,6,48.1,40.9,18.1,60.8
CS16684,Student 14685,Mechanical,4,54.7,85.3,65.9,30.8
CS16685,Student 14686,Electrical,3,42.1,99.6,55.7,32.2
CS16686,Student 14687,Electrical,6,59.9,34.4,77.9,46.7
CS16687,Student 14688,Civil,6,46.8,93.8,27.6,38.2
CS16688,Student 14689,Civil,4,48.2,94.3,27.5,37.5
CS16689,Student 14690,Electrical,4,73.5,28.9,54.8,48.1
CS16690,Student 14691,Mechanical,4,70.2,71.2,37.7,35.9
CS16691,Student 14692,Electrical,4,71.5,99.9,57.6,19.9
CS16692,Student 14693,Mechanical,6,80.9,99.5,60.6,15.7
CS16693,Student 14694,Electrical,3,80.3,71.8,24.9,34.2
CS16694,Student 14695,Civil,4,49.1,85.3,45.7,37.1
CS16695,Student 14696,Mechanical,3,89.0,87.3,82.2,13.0
CS16696,Student 14697,Mechanical,4,50.5,47.9,48.4,51.0
CS16697,Student 14698,Mechanical,3,79.9,75.0,14.1,35.2
CS16698,Student 14699,Mechanical,3,86.4,26.8,82.8,38.2
CS16699,Student 14700,Civil,4,39.7,60.2,67.4,46.6
CS16700,Student 14701,Civil,6,37.9,59.3,43.6,52.4
CS16701,Student 14702,Mechanical,3,96.7,23.4,47.7,42.4
CS16702,Student 14703,Mechanical,5,76.6,31.6,22.4,52.2
CS16703,Student 14704,Mechanical,6,39.0,43.6,15.0,64.0
CS16704,Student 14705,Mechanical,4,43.4,67.4,22.1,51.3
CS16705,Student 14706,Computer Science,4,94.9,44.5,95.6,25.1
CS16706,Student 14707,Mechanical,5,59.0,58.9,59.9,40.9
CS16707,Student 14708,Computer Science,5,84.3,46.6,86.6,30.3
CS16708,Student 14709,Computer Science,5,43.9,71.5,80.8,37.7
CS16709,Student 14710,Mechanical,6,83.6,56.5,58.4,32.3
CS16710,Student 14711,Civil,3,58.2,31.4,38.7,56.4
CS16711,Student 14712,Electrical,6,62.5,87.4,89.4,22.2
CS16712,Student 14713,Electrical,3,95.5,54.3,39.2,32.2
CS16713,Student 14714,Electrical,3,91.3,60.8,100.0,19.2
CS16714,Student 14715,Mechanical,4,77.2,88.3,49.6,23.9
CS16715,Student 14716,Electrical,4,45.2,92.8,71.5,30.5
CS16716,Student 14717,Computer Science,5,77.4,28.3,86.1,40.5
CS16717,Student 14718,Electrical,4,57.7,68.4,82.6,33.0
CS16718,Student 14719,Mechanical,3,54.0,86.7,63.0,31.1
CS16719,Student 14720,Civil,4,78.9,52.3,5.8,46.4
CS16720,Student 14721,Mechanical,3,76.5,62.7,41.8,36.0
CS16721,Student 14722,Mechanical,6,35.3,58.1,79.2,46.8
CS16722,Student 14723,Civil,4,46.0,56.7,91.6,40.6
CS16723,Student 14724,Mechanical,3,92.2,57.0,43.9,31.5
CS16724,Student 14725,Electrical,3,69.8,33.6,86.9,41.3
CS16725,Student 14726,Electrical,4,61.6,39.2,92.7,41.1
CS16726,Student 14727,Electrical,6,99.9,70.6,65.5,18.7
CS16727,Student 14728,Computer Science,6,62.0,34.4,72.5,46.9
CS16728,Student 14729,Mechanical,3,63.9,73.9,70.5,30.8
CS16729,Student 14730,Computer Science,3,63.2,38.7,59.3,47.4
CS16730,Student 14731,Mechanical,6,95.9,79.9,87.8,12.1
CS16731,Student 14732,Civil,3,42.5,27.0,9.4,70.3
CS16732,Student 14733,Mechanical,5,35.2,83.1,60.1,40.7
CS16733,Student 14734,Civil,5,64.7,21.3,19.9,61.6
CS16734,Student 14735,Civil,3,89.7,83.9,62.5,18.1
CS16735,Student 14736,Civil,5,89.4,45.0,57.9,34.7
CS16736,Student 14737,Electrical,5,51.6,47.6,93.9,41.5
CS16737,Student 14738,Computer Science,6,35.3,22.1,1.0,76.8
CS16738,Student 14739,Computer Science,4,45.5,55.1,85.1,42.7
CS16739,Student 14740,Computer Science,5,98.9,55.0,11.4,36.2
CS16740,Student 14741,Electrical,6,76.0,95.4,20.6,27.3
CS16741,Student 14742,Civil,5,43.7,78.2,53.7,40.5
CS16742,Student 14743,Civil,6,71.9,21.4,2.0,62.3
CS16743,Student 14744,Mechanical,4,96.9,73.7,20.5,27.7
CS16744,Student 14745,Mechanical,6,55.9,44.3,41.0,51.7
CS16745,Student 14746,Mechanical,5,62.3,72.0,70.2,32.2
CS16746,Student 14747,Electrical,5,67.2,92.3,19.7,32.3
CS16747,Student 14748,Mechanical,5,55.6,99.6,36.7,30.6
CS16748,Student 14749,Electrical,4,61.8,49.6,91.5,37.1
CS16749,Student 14750,Electrical,4,89.6,30.8,53.0,41.2
CS16750,Student 14751,Computer Science,6,75.4,64.0,27.5,38.7
CS16751,Student 14752,Mechanical,5,59.9,80.2,86.6,26.6
CS16752,Student 14753,Mechanical,6,94.8,89.0,33.9,19.7
CS16753,Student 14754,Civil,4,48.9,51.2,20.7,55.8
CS16754,Student 14755,Civil,4,84.4,23.2,66.6,43.6
CS16755,Student 14756,Computer Science,3,40.5,66.9,40.5,48.9
CS16756,Student 14757,Civil,3,80.4,60.3,1.9,43.3
CS16757,Student 14758,Computer Science,6,66.3,99.2,90.8,15.6
CS16758,Student 14759,Computer Science,5,54.1,89.2,61.8,30.3
CS16759,Student 14760,Computer Science,3,54.6,58.8,98.2,35.0
CS16760,Student 14761,Electrical,4,49.9,52.9,35.3,51.8
CS16761,Student 14762,Civil,4,31.9,79.5,34.6,48.5
CS16762,Student 14763,Computer Science,4,96.5,83.0,86.7,10.9
CS16763,Student 14764,Electrical,3,42.7,96.2,2.4,44.0
CS16764,Student 14765,Computer Science,3,55.4,38.7,24.7,57.4
CS16765,Student 14766,Computer Science,3,88.9,57.5,24.4,36.6
CS16766,Student 14767,Mechanical,3,45.3,51.2,39.5,53.5
CS16767,Student 14768,Civil,6,32.0,74.7,35.9,50.1
CS16768,Student 14769,Computer Science,6,37.9,57.3,22.3,57.5
CS16769,Student 14770,Electrical,6,53.2,27.7,90.5,49.5
CS16770,Student 14771,Civil,6,55.5,68.5,83.8,33.6
CS16771,Student 14772,Computer Science,6,66.7,95.7,0.5,34.9
CS16772,Student 14773,Computer Science,4,46.0,27.0,31.0,64.6
CS16773,Student 14774,Computer Science,5,58.1,28.7,42.0,56.9
CS16774,Student 14775,Civil,4,82.5,36.8,23.6,47.6
CS16775,Student 14776,Civil,6,81.5,71.0,93.7,20.3
CS16776,Student 14777,Computer Science,5,62.2,33.7,15.1,58.6
CS16777,Student 14778,Computer Science,5,72.5,97.7,73.3,17.3
CS16778,Student 14779,Computer Science,3,36.3,65.1,51.4,49.2
CS16779,Student 14780,Computer Science,6,82.9,38.6,80.3,35.3
CS16780,Student 14781,Electrical,5,58.1,41.0,57.9,48.8
CS16781,Student 14782,Electrical,6,61.7,60.2,89.3,33.4
