room_no,date,time_slot,booked_by,capacity,occupancy,utilization_pct
Auditorium A,2026-07-28,12:00,Course 170,30,6,20.0
Seminar 1,2026-07-28,12:00,Course 333,40,25,62.5
Room 101,2026-07-03,12:00,Course 422,30,10,33.3
Room 101,2026-07-08,08:00,Course 293,30,12,40.0
Lab 2,2026-07-19,08:00,Course 433,30,15,50.0
Seminar 1,2026-07-11,08:00,Course 280,100,30,30.0
Room 101,2026-07-03,10:00,Course 427,30,28,93.3
Lab 2,2026-07-07,14:00,Course 223,60,4,6.7
Lab 1,2026-07-08,10:00,Course 151,60,52,86.7
Lab 1,2026-07-15,10:00,Course 411,60,25,41.7
Lab 1,2026-07-18,14:00,Course 211,40,17,42.5
Auditorium A,2026-07-08,14:00,Course 325,200,30,15.0
Auditorium A,2026-07-25,12:00,Course 245,30,23,76.7
Lab 1,2026-07-04,10:00,Course 147,60,50,83.3
Seminar 1,2026-07-21,08:00,Course 442,100,93,93.0
Lab 1,2026-07-23,12:00,Course 466,30,4,13.3
Auditorium A,2026-07-18,08:00,Course 415,200,155,77.5
Lab 1,2026-07-26,14:00,Course 298,60,16,26.7
Seminar 1,2026-07-05,08:00,Course 248,200,128,64.0
Auditorium A,2026-07-28,10:00,Course 148,60,58,96.7
Room 204,2026-07-04,08:00,Course 153,40,28,70.0
Room 204,2026-07-22,10:00,Course 301,200,22,11.0
Seminar 1,2026-07-11,10:00,Course 350,200,47,23.5
Auditorium A,2026-07-14,08:00,Course 127,100,72,72.0
Seminar 1,2026-07-13,08:00,Course 419,40,25,62.5
Room 101,2026-07-08,08:00,Course 423,60,59,98.3
Auditorium A,2026-07-10,12:00,Course 471,40,30,75.0
Room 204,2026-07-23,10:00,Course 449,200,156,78.0
Auditorium A,2026-07-13,12:00,Course 441,60,26,43.3
Conference 1,2026-07-27,08:00,Course 325,30,11,36.7
Lab 1,2026-07-25,14:00,Course 485,30,19,63.3
Seminar 1,2026-07-08,10:00,Course 133,30,25,83.3
Lab 2,2026-07-14,10:00,Course 195,40,35,87.5
Room 204,2026-07-13,08:00,Course 341,30,7,23.3
Auditorium A,2026-07-13,10:00,Course 400,40,2,5.0
Lab 2,2026-07-11,08:00,Course 344,60,43,71.7
Lab 1,2026-07-22,14:00,Course 201,200,44,22.0
Room 101,2026-07-01,14:00,Course 148,200,18,9.0
Seminar 1,2026-07-01,14:00,Course 292,40,35,87.5
Room 204,2026-07-27,10:00,Course 458,30,19,63.3
Lab 2,2026-07-21,14:00,Course 175,100,10,10.0
Room 204,2026-07-15,08:00,Course 232,30,24,80.0
Seminar 1,2026-07-23,12:00,Course 278,200,60,30.0
Lab 1,2026-07-10,10:00,Course 249,30,29,96.7
Auditorium A,2026-07-21,12:00,Course 282,60,16,26.7
Auditorium A,2026-07-08,12:00,Course 301,30,18,60.0
Room 101,2026-07-04,10:00,Course 208,30,4,13.3
Lab 2,2026-07-21,14:00,Course 252,200,82,41.0
Conference 1,2026-07-13,14:00,Course 374,200,33,16.5
Conference 1,2026-07-25,12:00,Course 151,200,138,69.0
Lab 2,2026-07-12,12:00,Course 295,30,6,20.0
Room 204,2026-07-08,14:00,Course 379,30,7,23.3
Conference 1,2026-07-06,12:00,Course 224,40,10,25.0
Conference 1,2026-07-28,10:00,Course 128,100,94,94.0
Lab 1,2026-07-03,08:00,Course 364,200,175,87.5
Auditorium A,2026-07-14,08:00,Course 375,100,72,72.0
Seminar 1,2026-07-18,10:00,Course 203,60,57,95.0
Lab 2,2026-07-19,12:00,Course 109,30,25,83.3
Room 101,2026-07-05,12:00,Course 364,40,4,10.0
Room 204,2026-07-27,10:00,Course 382,200,98,49.0
Seminar 1,2026-07-26,10:00,Course 452,30,5,16.7
Room 204,2026-07-20,14:00,Course 171,100,27,27.0
Room 101,2026-07-24,12:00,Course 449,30,9,30.0
Room 204,2026-07-09,10:00,Course 366,200,121,60.5
Lab 2,2026-07-21,14:00,Course 105,200,9,4.5
Room 204,2026-07-20,14:00,Course 131,200,117,58.5
Seminar 1,2026-07-07,14:00,Course 218,100,40,40.0
Lab 2,2026-07-18,12:00,Course 152,40,30,75.0
Conference 1,2026-07-20,14:00,Course 394,100,27,27.0
Seminar 1,2026-07-27,12:00,Course 385,200,13,6.5
Seminar 1,2026-07-05,08:00,Course 168,200,90,45.0
Auditorium A,2026-07-05,12:00,Course 345,40,22,55.0
Lab 1,2026-07-24,08:00,Course 207,200,176,88.0
Seminar 1,2026-07-04,10:00,Course 424,30,17,56.7
Room 101,2026-07-05,10:00,Course 477,100,85,85.0
Conference 1,2026-07-04,10:00,Course 200,200,163,81.5
Lab 1,2026-07-11,10:00,Course 443,60,24,40.0
Seminar 1,2026-07-10,10:00,Course 403,60,40,66.7
Seminar 1,2026-07-05,14:00,Course 254,200,194,97.0
Room 101,2026-07-09,08:00,Course 482,40,8,20.0
Auditorium A,2026-07-03,08:00,Course 127,40,3,7.5
Seminar 1,2026-07-11,10:00,Course 202,40,6,15.0
Auditorium A,2026-07-20,08:00,Course 399,60,43,71.7
Room 204,2026-07-07,10:00,Course 477,30,28,93.3
Lab 1,2026-07-05,10:00,Course 106,200,198,99.0
Room 101,2026-07-27,12:00,Course 379,200,66,33.0
Room 101,2026-07-21,10:00,Course 317,30,3,10.0
Conference 1,2026-07-14,12:00,Course 484,100,14,14.0
Conference 1,2026-07-07,10:00,Course 278,40,11,27.5
Conference 1,2026-07-07,12:00,Course 179,100,76,76.0
Seminar 1,2026-07-18,08:00,Course 295,30,1,3.3
Room 204,2026-07-04,10:00,Course 317,200,143,71.5
Auditorium A,2026-07-18,08:00,Course 346,60,7,11.7
Conference 1,2026-07-09,10:00,Course 486,30,2,6.7
Lab 2,2026-07-06,10:00,Course 312,60,49,81.7
Lab 1,2026-07-05,14:00,Course 409,200,71,35.5
Conference 1,2026-07-26,12:00,Course 425,60,51,85.0
Seminar 1,2026-07-05,14:00,Course 470,40,20,50.0
Auditorium A,2026-07-17,10:00,Course 473,200,67,33.5
Lab 2,2026-07-04,10:00,Course 150,60,23,38.3
Room 204,2026-07-15,14:00,Course 181,30,6,20.0
Conference 1,2026-07-18,12:00,Course 490,60,45,75.0
Conference 1,2026-07-16,12:00,Course 141,60,37,61.7
Seminar 1,2026-07-08,12:00,Course 130,200,200,100.0
Lab 2,2026-07-25,12:00,Course 153,100,49,49.0
Lab 2,2026-07-13,14:00,Course 295,40,19,47.5
Lab 2,2026-07-10,10:00,Course 199,30,26,86.7
Seminar 1,2026-07-07,12:00,Course 154,100,50,50.0
Conference 1,2026-07-03,08:00,Course 435,200,152,76.0
Room 101,2026-07-23,08:00,Course 399,40,9,22.5
Room 101,2026-07-09,08:00,Course 233,100,76,76.0
Lab 2,2026-07-08,08:00,Course 458,200,170,85.0
Lab 2,2026-07-14,14:00,Course 462,60,41,68.3
Seminar 1,2026-07-23,10:00,Course 287,200,177,88.5
Lab 1,2026-07-25,08:00,Course 424,200,40,20.0
Room 204,2026-07-22,08:00,Course 468,100,18,18.0
Lab 1,2026-07-05,10:00,Course 105,200,146,73.0
Room 101,2026-07-11,08:00,Course 273,40,21,52.5
Room 204,2026-07-01,12:00,Course 436,200,186,93.0
Seminar 1,2026-07-10,08:00,Course 392,30,10,33.3
Seminar 1,2026-07-01,12:00,Course 213,100,86,86.0
Conference 1,2026-07-25,10:00,Course 172,100,38,38.0
Room 204,2026-07-27,12:00,Course 259,40,8,20.0
Lab 2,2026-07-24,08:00,Course 279,100,13,13.0
Room 204,2026-07-06,10:00,Course 242,30,10,33.3
Lab 1,2026-07-12,14:00,Course 399,30,2,6.7
Lab 2,2026-07-18,12:00,Course 380,40,4,10.0
Room 204,2026-07-05,12:00,Course 262,100,2,2.0
Seminar 1,2026-07-04,12:00,Course 336,100,62,62.0
Lab 1,2026-07-27,10:00,Course 233,40,10,25.0
Conference 1,2026-07-13,08:00,Course 383,200,169,84.5
Room 204,2026-07-17,12:00,Course 141,40,10,25.0
Seminar 1,2026-07-17,12:00,Course 136,40,15,37.5
Room 204,2026-07-26,08:00,Course 320,200,116,58.0
Room 204,2026-07-08,10:00,Course 321,40,12,30.0
Seminar 1,2026-07-27,12:00,Course 467,30,8,26.7
Room 101,2026-07-01,10:00,Course 418,60,47,78.3
Lab 2,2026-07-02,12:00,Course 235,200,46,23.0
Room 101,2026-07-27,12:00,Course 277,200,21,10.5
Room 204,2026-07-08,14:00,Course 437,40,30,75.0
Conference 1,2026-07-20,12:00,Course 115,200,133,66.5
Lab 2,2026-07-03,10:00,Course 495,30,18,60.0
Room 101,2026-07-21,14:00,Course 172,200,195,97.5
Lab 1,2026-07-08,10:00,Course 192,200,59,29.5
Seminar 1,2026-07-21,10:00,Course 235,40,3,7.5
Auditorium A,2026-07-01,08:00,Course 221,60,30,50.0
Lab 2,2026-07-20,08:00,Course 319,30,4,13.3
Room 101,2026-07-07,10:00,Course 324,40,25,62.5
Auditorium A,2026-07-04,08:00,Course 398,30,6,20.0
Room 204,2026-07-13,14:00,Course 326,40,38,95.0
Lab 1,2026-07-07,10:00,Course 207,100,65,65.0
Room 101,2026-07-07,08:00,Course 231,200,141,70.5
Room 204,2026-07-25,12:00,Course 399,60,4,6.7
Lab 2,2026-07-23,08:00,Course 349,100,14,14.0
Room 204,2026-07-13,14:00,Course 295,200,45,22.5
Room 101,2026-07-23,10:00,Course 145,40,26,65.0
Lab 2,2026-07-19,12:00,Course 500,60,48,80.0
Conference 1,2026-07-08,12:00,Course 233,40,12,30.0
Seminar 1,2026-07-13,10:00,Course 239,200,6,3.0
Conference 1,2026-07-18,08:00,Course 417,60,29,48.3
Seminar 1,2026-07-02,10:00,Course 490,30,27,90.0
Auditorium A,2026-07-23,12:00,Course 407,60,41,68.3
Seminar 1,2026-07-02,10:00,Course 356,60,16,26.7
Room 101,2026-07-15,14:00,Course 205,30,11,36.7
Room 204,2026-07-19,08:00,Course 372,200,132,66.0
Seminar 1,2026-07-04,12:00,Course 435,100,77,77.0
Auditorium A,2026-07-10,08:00,Course 414,60,25,41.7
Room 101,2026-07-19,08:00,Course 395,200,57,28.5
Auditorium A,2026-07-15,12:00,Course 161,60,18,30.0
Lab 1,2026-07-28,08:00,Course 240,60,4,6.7
Room 101,2026-07-25,12:00,Course 415,60,24,40.0
Conference 1,2026-07-15,12:00,Course 371,30,27,90.0
Lab 2,2026-07-24,12:00,Course 377,30,23,76.7
Room 204,2026-07-18,08:00,Course 238,100,30,30.0
Lab 2,2026-07-21,14:00,Course 154,30,21,70.0
Auditorium A,2026-07-15,08:00,Course 246,40,38,95.0
Room 204,2026-07-13,10:00,Course 497,30,21,70.0
Conference 1,2026-07-02,12:00,Course 159,200,197,98.5
Conference 1,2026-07-07,12:00,Course 209,100,16,16.0
Seminar 1,2026-07-07,10:00,Course 124,200,70,35.0
Lab 1,2026-07-17,12:00,Course 118,100,75,75.0
Lab 2,2026-07-08,14:00,Course 102,100,93,93.0
Room 204,2026-07-27,08:00,Course 303,40,25,62.5
Lab 2,2026-07-04,14:00,Course 495,30,4,13.3
Auditorium A,2026-07-08,08:00,Course 257,100,85,85.0
Lab 1,2026-07-26,10:00,Course 210,60,30,50.0
Lab 2,2026-07-13,14:00,Course 267,100,80,80.0
Seminar 1,2026-07-03,14:00,Course 478,100,45,45.0
Room 204,2026-07-20,10:00,Course 136,200,52,26.0
Conference 1,2026-07-18,08:00,Course 214,40,5,12.5
Room 204,2026-07-18,08:00,Course 146,60,17,28.3
Auditorium A,2026-07-25,08:00,Course 432,100,12,12.0
Lab 1,2026-07-23,12:00,Course 183,40,11,27.5
Seminar 1,2026-07-05,12:00,Course 294,60,14,23.3
Conference 1,2026-07-17,12:00,Course 404,200,107,53.5
Lab 1,2026-07-15,14:00,Course 184,200,129,64.5
Auditorium A,2026-07-06,14:00,Course 395,200,192,96.0
Room 101,2026-07-26,12:00,Course 179,200,128,64.0
Lab 1,2026-07-18,10:00,Course 110,100,1,1.0
Lab 1,2026-07-21,10:00,Course 159,100,37,37.0
Conference 1,2026-07-04,08:00,Course 381,60,24,40.0
Conference 1,2026-07-06,14:00,Course 272,30,7,23.3
Conference 1,2026-07-14,10:00,Course 294,100,46,46.0
Room 101,2026-07-03,14:00,Course 108,60,0,0.0
Room 204,2026-07-19,14:00,Course 210,200,42,21.0
Conference 1,2026-07-11,10:00,Course 193,30,12,40.0
Room 204,2026-07-25,08:00,Course 246,100,45,45.0
Room 204,2026-07-26,12:00,Course 266,40,13,32.5
Auditorium A,2026-07-02,10:00,Course 448,30,27,90.0
Auditorium A,2026-07-17,08:00,Course 452,100,87,87.0
Room 101,2026-07-24,14:00,Course 219,100,54,54.0
Room 204,2026-07-08,14:00,Course 293,30,10,33.3
Conference 1,2026-07-19,08:00,Course 218,40,36,90.0
Conference 1,2026-07-11,12:00,Course 179,40,39,97.5
Lab 1,2026-07-02,10:00,Course 386,60,52,86.7
Room 101,2026-07-01,12:00,Course 354,100,49,49.0
Room 204,2026-07-03,12:00,Course 500,40,32,80.0
Seminar 1,2026-07-28,10:00,Course 338,200,65,32.5
Lab 2,2026-07-20,10:00,Course 408,60,36,60.0
Conference 1,2026-07-18,10:00,Course 457,40,25,62.5
Conference 1,2026-07-12,12:00,Course 476,200,29,14.5
Auditorium A,2026-07-15,08:00,Course 212,30,6,20.0
Seminar 1,2026-07-20,10:00,Course 450,100,96,96.0
Seminar 1,2026-07-09,08:00,Course 346,200,15,7.5
Room 204,2026-07-01,14:00,Course 468,60,20,33.3
Auditorium A,2026-07-18,12:00,Course 438,60,19,31.7
Lab 2,2026-07-24,14:00,Course 263,40,28,70.0
Lab 2,2026-07-14,08:00,Course 201,30,4,13.3
Seminar 1,2026-07-18,08:00,Course 351,200,21,10.5
Conference 1,2026-07-16,14:00,Course 225,60,16,26.7
Seminar 1,2026-07-06,10:00,Course 149,200,149,74.5
Auditorium A,2026-07-08,12:00,Course 426,60,60,100.0
Room 204,2026-07-23,10:00,Course 372,60,40,66.7
Lab 1,2026-07-01,12:00,Course 257,100,82,82.0
Room 101,2026-07-21,14:00,Course 254,40,18,45.0
Room 101,2026-07-16,14:00,Course 258,60,1,1.7
Lab 2,2026-07-08,14:00,Course 303,200,2,1.0
Auditorium A,2026-07-13,08:00,Course 461,40,3,7.5
Lab 1,2026-07-21,10:00,Course 197,40,6,15.0
Lab 2,2026-07-14,08:00,Course 233,30,25,83.3
Conference 1,2026-07-18,08:00,Course 440,60,42,70.0
Lab 1,2026-07-21,10:00,Course 455,60,4,6.7
Seminar 1,2026-07-13,08:00,Course 441,40,28,70.0
Seminar 1,2026-07-04,12:00,Course 378,30,15,50.0
Conference 1,2026-07-12,10:00,Course 157,30,12,40.0
Seminar 1,2026-07-21,14:00,Course 154,100,23,23.0
Lab 1,2026-07-21,10:00,Course 118,200,17,8.5
Room 204,2026-07-27,10:00,Course 220,30,0,0.0
Seminar 1,2026-07-02,10:00,Course 470,100,98,98.0
Conference 1,2026-07-24,12:00,Course 361,200,1,0.5
Lab 2,2026-07-17,08:00,Course 156,60,25,41.7
Room 204,2026-07-20,08:00,Course 217,100,13,13.0
Room 101,2026-07-07,10:00,Course 118,60,53,88.3
Lab 2,2026-07-03,08:00,Course 184,100,54,54.0
Lab 2,2026-07-17,14:00,Course 314,100,33,33.0
Lab 1,2026-07-16,12:00,Course 101,40,29,72.5
Seminar 1,2026-07-09,14:00,Course 464,200,152,76.0
Conference 1,2026-07-20,14:00,Course 442,100,78,78.0
Lab 2,2026-07-28,12:00,Course 341,60,32,53.3
Auditorium A,2026-07-02,08:00,Course 185,200,132,66.0
Conference 1,2026-07-04,10:00,Course 361,40,1,2.5
Lab 2,2026-07-06,12:00,Course 382,40,0,0.0
Room 101,2026-07-04,12:00,Course 145,60,37,61.7
Room 101,2026-07-20,12:00,Course 226,40,24,60.0
Auditorium A,2026-07-22,10:00,Course 453,30,17,56.7
Conference 1,2026-07-14,12:00,Course 493,40,35,87.5
Room 204,2026-07-05,14:00,Course 497,100,38,38.0
Conference 1,2026-07-20,12:00,Course 400,60,60,100.0
Room 204,2026-07-28,08:00,Course 390,100,99,99.0
Lab 2,2026-07-10,10:00,Course 464,30,6,20.0
Lab 1,2026-07-15,08:00,Course 328,200,127,63.5
Auditorium A,2026-07-10,12:00,Course 179,200,77,38.5
Auditorium A,2026-07-24,10:00,Course 200,30,13,43.3
Auditorium A,2026-07-13,10:00,Course 488,40,24,60.0
Seminar 1,2026-07-25,12:00,Course 258,200,101,50.5
Conference 1,2026-07-20,08:00,Course 341,40,39,97.5
Conference 1,2026-07-17,12:00,Course 304,100,19,19.0
Lab 1,2026-07-04,10:00,Course 498,60,21,35.0
Auditorium A,2026-07-24,14:00,Course 221,200,115,57.5
Lab 2,2026-07-01,10:00,Course 109,30,5,16.7
Lab 1,2026-07-19,12:00,Course 136,100,22,22.0
Room 204,2026-07-05,08:00,Course 433,100,28,28.0
Room 204,2026-07-06,12:00,Course 277,200,90,45.0
Lab 2,2026-07-20,08:00,Course 495,30,21,70.0
Conference 1,2026-07-15,08:00,Course 214,100,15,15.0
Auditorium A,2026-07-01,08:00,Course 472,30,26,86.7
Room 101,2026-07-04,08:00,Course 288,100,75,75.0
Room 204,2026-07-26,14:00,Course 454,40,7,17.5
Conference 1,2026-07-02,08:00,Course 436,200,79,39.5
Conference 1,2026-07-24,08:00,Course 487,60,14,23.3
Conference 1,2026-07-04,10:00,Course 440,40,4,10.0
Room 101,2026-07-04,10:00,Course 330,30,11,36.7
Seminar 1,2026-07-19,08:00,Course 339,30,23,76.7
Lab 2,2026-07-22,14:00,Course 121,60,41,68.3
Room 204,2026-07-06,08:00,Course 286,100,74,74.0
Auditorium A,2026-07-27,14:00,Course 299,200,150,75.0
Lab 2,2026-07-25,08:00,Course 230,30,10,33.3
Lab 1,2026-07-25,10:00,Course 494,200,189,94.5
Room 204,2026-07-25,12:00,Course 350,30,16,53.3
Seminar 1,2026-07-26,08:00,Course 339,100,24,24.0
Lab 1,2026-07-12,08:00,Course 365,40,4,10.0
Conference 1,2026-07-12,10:00,Course 329,100,4,4.0
Lab 1,2026-07-18,08:00,Course 167,40,24,60.0
Room 101,2026-07-21,12:00,Course 334,40,29,72.5
Auditorium A,2026-07-15,10:00,Course 136,30,22,73.3
Lab 1,2026-07-17,08:00,Course 390,60,24,40.0
Lab 1,2026-07-21,12:00,Course 469,30,19,63.3
Seminar 1,2026-07-08,08:00,Course 188,60,51,85.0
Room 101,2026-07-07,12:00,Course 425,60,15,25.0
Lab 1,2026-07-18,12:00,Course 213,200,68,34.0
Room 101,2026-07-06,10:00,Course 313,200,111,55.5
Lab 1,2026-07-19,08:00,Course 252,30,27,90.0
Auditorium A,2026-07-10,12:00,Course 394,30,4,13.3
Room 101,2026-07-21,08:00,Course 289,40,37,92.5
Lab 2,2026-07-14,14:00,Course 170,100,19,19.0
Room 101,2026-07-16,10:00,Course 169,200,199,99.5
Auditorium A,2026-07-02,08:00,Course 342,40,40,100.0
Lab 2,2026-07-13,10:00,Course 292,100,90,90.0
Seminar 1,2026-07-26,14:00,Course 371,40,13,32.5
Room 204,2026-07-07,08:00,Course 302,100,63,63.0
Auditorium A,2026-07-14,08:00,Course 280,40,33,82.5
Lab 2,2026-07-22,08:00,Course 158,200,145,72.5
Room 204,2026-07-23,08:00,Course 236,30,13,43.3
Auditorium A,2026-07-19,08:00,Course 173,60,36,60.0
Conference 1,2026-07-06,10:00,Course 438,40,4,10.0
Conference 1,2026-07-01,08:00,Course 124,60,3,5.0
Lab 2,2026-07-12,08:00,Course 397,200,151,75.5
Lab 1,2026-07-18,08:00,Course 494,200,19,9.5
Room 204,2026-07-15,08:00,Course 371,40,6,15.0
Conference 1,2026-07-05,14:00,Course 201,200,81,40.5
Room 204,2026-07-17,12:00,Course 231,60,20,33.3
Conference 1,2026-07-01,10:00,Course 275,30,1,3.3
Room 204,2026-07-20,08:00,Course 131,60,40,66.7
Conference 1,2026-07-20,10:00,Course 448,60,50,83.3
Conference 1,2026-07-17,14:00,Course 229,30,5,16.7
Lab 2,2026-07-19,08:00,Course 317,100,96,96.0
Seminar 1,2026-07-05,14:00,Course 362,200,180,90.0
Lab 2,2026-07-15,12:00,Course 103,60,60,100.0
Room 101,2026-07-22,14:00,Course 271,30,23,76.7
Lab 2,2026-07-16,12:00,Course 258,200,122,61.0
Auditorium A,2026-07-25,08:00,Course 281,30,27,90.0
Lab 1,2026-07-16,08:00,Course 425,40,26,65.0
Seminar 1,2026-07-06,12:00,Course 332,30,0,0.0
Room 204,2026-07-12,14:00,Course 463,100,31,31.0
Seminar 1,2026-07-07,12:00,Course 484,100,86,86.0
Lab 2,2026-07-09,08:00,Course 399,100,97,97.0
Room 204,2026-07-08,12:00,Course 186,200,109,54.5
Lab 1,2026-07-15,08:00,Course 210,40,15,37.5
Conference 1,2026-07-13,14:00,Course 331,30,1,3.3
Auditorium A,2026-07-11,14:00,Course 156,40,37,92.5
Lab 2,2026-07-03,10:00,Course 359,30,27,90.0
Seminar 1,2026-07-22,10:00,Course 292,30,17,56.7
Auditorium A,2026-07-05,08:00,Course 335,60,15,25.0
Seminar 1,2026-07-01,14:00,Course 140,40,19,47.5
Room 101,2026-07-02,08:00,Course 190,30,2,6.7
Lab 2,2026-07-12,10:00,Course 265,100,79,79.0
Conference 1,2026-07-08,14:00,Course 397,30,1,3.3
Lab 2,2026-07-18,10:00,Course 313,200,8,4.0
Seminar 1,2026-07-02,14:00,Course 159,40,6,15.0
Conference 1,2026-07-03,08:00,Course 159,30,21,70.0
Lab 2,2026-07-01,14:00,Course 294,200,129,64.5
Room 204,2026-07-11,12:00,Course 335,40,22,55.0
Room 101,2026-07-05,08:00,Course 299,60,30,50.0
Conference 1,2026-07-24,12:00,Course 117,30,3,10.0
Lab 2,2026-07-16,08:00,Course 123,30,28,93.3
Auditorium A,2026-07-17,14:00,Course 142,30,19,63.3
Room 101,2026-07-18,08:00,Course 168,60,3,5.0
Conference 1,2026-07-05,12:00,Course 368,60,23,38.3
Room 204,2026-07-08,10:00,Course 122,100,75,75.0
Lab 1,2026-07-19,14:00,Course 436,60,33,55.0
Conference 1,2026-07-02,12:00,Course 322,200,62,31.0
Lab 1,2026-07-21,14:00,Course 156,30,19,63.3
Auditorium A,2026-07-20,10:00,Course 269,40,37,92.5
Seminar 1,2026-07-08,10:00,Course 247,30,22,73.3
Room 204,2026-07-19,12:00,Course 301,60,45,75.0
Conference 1,2026-07-06,14:00,Course 343,100,73,73.0
Lab 1,2026-07-11,08:00,Course 232,40,19,47.5
Lab 1,2026-07-27,10:00,Course 477,30,5,16.7
Lab 1,2026-07-13,08:00,Course 291,40,39,97.5
Room 204,2026-07-24,08:00,Course 484,100,40,40.0
Conference 1,2026-07-22,14:00,Course 184,30,7,23.3
Conference 1,2026-07-09,08:00,Course 413,40,7,17.5
Room 101,2026-07-15,10:00,Course 154,40,37,92.5
Conference 1,2026-07-02,12:00,Course 457,30,11,36.7
Lab 1,2026-07-12,10:00,Course 267,40,34,85.0
Lab 1,2026-07-10,10:00,Course 298,30,27,90.0
Room 101,2026-07-06,10:00,Course 264,40,30,75.0
Lab 2,2026-07-14,10:00,Course 155,60,34,56.7
Room 204,2026-07-09,08:00,Course 431,60,13,21.7
Conference 1,2026-07-14,08:00,Course 189,40,8,20.0
Lab 2,2026-07-16,14:00,Course 405,100,18,18.0
Conference 1,2026-07-10,10:00,Course 492,60,6,10.0
Seminar 1,2026-07-23,08:00,Course 240,40,39,97.5
Room 204,2026-07-26,12:00,Course 347,40,38,95.0
Conference 1,2026-07-25,14:00,Course 452,60,29,48.3
Lab 1,2026-07-22,14:00,Course 487,30,12,40.0
Lab 1,2026-07-20,14:00,Course 278,200,146,73.0
Conference 1,2026-07-20,14:00,Course 103,200,186,93.0
Conference 1,2026-07-28,08:00,Course 343,40,20,50.0
Lab 2,2026-07-06,10:00,Course 195,30,27,90.0
Seminar 1,2026-07-12,12:00,Course 399,60,6,10.0
Auditorium A,2026-07-08,14:00,Course 423,200,63,31.5
Lab 2,2026-07-10,12:00,Course 394,100,8,8.0
Lab 1,2026-07-15,10:00,Course 489,30,4,13.3
Lab 1,2026-07-09,10:00,Course 107,40,31,77.5
Conference 1,2026-07-13,08:00,Course 156,100,37,37.0
Seminar 1,2026-07-10,10:00,Course 168,200,163,81.5
Room 101,2026-07-20,08:00,Course 427,40,29,72.5
Lab 1,2026-07-20,10:00,Course 270,200,184,92.0
Room 101,2026-07-03,08:00,Course 380,200,65,32.5
Seminar 1,2026-07-12,12:00,Course 268,30,11,36.7
Room 101,2026-07-14,10:00,Course 260,100,21,21.0
Auditorium A,2026-07-05,08:00,Course 339,40,26,65.0
Lab 1,2026-07-16,12:00,Course 314,100,100,100.0
Conference 1,2026-07-26,08:00,Course 263,100,76,76.0
Room 101,2026-07-11,10:00,Course 124,200,17,8.5
Seminar 1,2026-07-17,08:00,Course 269,30,25,83.3
Seminar 1,2026-07-02,12:00,Course 211,40,12,30.0
Seminar 1,2026-07-02,12:00,Course 447,200,24,12.0
Seminar 1,2026-07-11,10:00,Course 250,40,32,80.0
Auditorium A,2026-07-16,14:00,Course 412,200,54,27.0
Auditorium A,2026-07-20,14:00,Course 282,200,36,18.0
Conference 1,2026-07-08,12:00,Course 463,30,22,73.3
Room 204,2026-07-12,08:00,Course 426,200,6,3.0
Lab 1,2026-07-05,10:00,Course 403,100,5,5.0
Conference 1,2026-07-24,14:00,Course 353,60,14,23.3
Room 101,2026-07-24,10:00,Course 268,40,32,80.0
Seminar 1,2026-07-03,12:00,Course 285,100,86,86.0
Lab 2,2026-07-10,14:00,Course 191,200,112,56.0
Room 204,2026-07-25,12:00,Course 393,100,8,8.0
Conference 1,2026-07-06,12:00,Course 300,60,56,93.3
Room 101,2026-07-08,12:00,Course 262,60,60,100.0
Room 101,2026-07-04,10:00,Course 321,60,2,3.3
Conference 1,2026-07-20,14:00,Course 346,40,39,97.5
Lab 2,2026-07-17,12:00,Course 201,100,82,82.0
Room 101,2026-07-19,14:00,Course 193,60,19,31.7
Seminar 1,2026-07-23,10:00,Course 440,30,30,100.0
Seminar 1,2026-07-21,10:00,Course 485,30,9,30.0
Seminar 1,2026-07-19,14:00,Course 491,30,0,0.0
Conference 1,2026-07-18,12:00,Course 284,60,8,13.3
Lab 1,2026-07-09,14:00,Course 148,60,58,96.7
Auditorium A,2026-07-10,08:00,Course 352,40,38,95.0
Seminar 1,2026-07-19,08:00,Course 115,30,21,70.0
Room 204,2026-07-23,14:00,Course 184,60,41,68.3
Room 101,2026-07-16,14:00,Course 200,200,143,71.5
Conference 1,2026-07-26,08:00,Course 173,60,6,10.0
Room 101,2026-07-04,08:00,Course 420,40,24,60.0
Room 204,2026-07-28,12:00,Course 311,30,16,53.3
Conference 1,2026-07-17,10:00,Course 395,60,53,88.3
Lab 2,2026-07-17,10:00,Course 117,40,1,2.5
Seminar 1,2026-07-22,08:00,Course 208,30,17,56.7
Lab 1,2026-07-21,08:00,Course 272,200,17,8.5
Auditorium A,2026-07-26,14:00,Course 106,30,23,76.7
Seminar 1,2026-07-15,14:00,Course 405,100,9,9.0
Seminar 1,2026-07-03,10:00,Course 468,200,84,42.0
Lab 1,2026-07-18,14:00,Course 171,100,56,56.0
Room 204,2026-07-01,08:00,Course 182,200,75,37.5
Lab 2,2026-07-26,12:00,Course 230,40,16,40.0
Conference 1,2026-07-16,14:00,Course 154,30,22,73.3
