roll_no,name,branch,cgpa,technical_score,communication_score,internship_experience,readiness_index
CS17077,Student 15078,Civil,8.4,43.2,80.2,1,59.1
CS17078,Student 15079,Electrical,9.2,62.1,43.4,2,58.3
CS17079,Student 15080,Computer Science,9.3,40.0,95.3,2,65.2
CS17080,Student 15081,Civil,5.1,82.5,40.4,3,58.3
CS17081,Student 15082,Civil,5.8,43.2,90.0,2,57.9
CS17082,Student 15083,Mechanical,7.0,44.7,35.9,0,42.7
CS17083,Student 15084,Electrical,5.6,97.3,33.0,2,62.0
CS17084,Student 15085,Computer Science,9.5,62.3,55.2,2,62.5
CS17085,Student 15086,Electrical,7.8,67.6,39.8,2,56.6
CS17086,Student 15087,Mechanical,9.9,98.1,75.5,1,82.7
CS17087,Student 15088,Civil,6.0,80.6,80.1,2,70.3
CS17088,Student 15089,Electrical,9.7,39.9,88.1,3,64.8
CS17089,Student 15090,Civil,7.8,47.2,97.0,1,64.6
CS17090,Student 15091,Mechanical,8.4,47.2,48.3,1,51.2
CS17091,Student 15092,Electrical,8.5,59.1,68.9,3,64.3
CS17092,Student 15093,Civil,5.5,93.3,30.4,3,60.4
CS17093,Student 15094,Civil,7.7,45.9,47.6,2,50.0
CS17094,Student 15095,Mechanical,8.3,47.2,44.7,3,51.9
CS17095,Student 15096,Electrical,5.0,41.5,86.2,2,54.5
CS17096,Student 15097,Civil,9.7,50.2,58.2,3,59.9
CS17097,Student 15098,Electrical,8.3,86.6,61.3,0,69.6
CS17098,Student 15099,Electrical,7.1,59.3,31.7,1,48.4
CS17099,Student 15100,Mechanical,6.7,38.9,43.9,3,45.1
CS17100,Student 15101,Civil,8.9,99.3,72.1,3,82.1
CS17101,Student 15102,Mechanical,6.5,68.4,92.0,1,69.0
CS17102,Student 15103,Mechanical,8.6,47.9,85.9,2,64.1
CS17103,Student 15104,Civil,8.9,68.5,30.1,1,55.2
CS17104,Student 15105,Civil,9.3,58.4,61.4,1,61.4
CS17105,Student 15106,Computer Science,9.2,77.6,68.9,2,72.1
CS17106,Student 15107,Computer Science,8.5,51.0,80.1,1,62.4
CS17107,Student 15108,Computer Science,7.3,99.7,81.7,3,82.0
CS17108,Student 15109,Computer Science,9.2,60.0,99.8,0,72.3
CS17109,Student 15110,Mechanical,9.3,88.1,83.5,3,81.9
CS17110,Student 15111,Civil,8.3,79.4,83.9,2,75.5
CS17111,Student 15112,Computer Science,7.5,52.2,30.6,1,46.1
CS17112,Student 15113,Computer Science,6.3,88.0,58.2,1,66.3
CS17113,Student 15114,Mechanical,8.7,66.4,83.5,3,72.0
CS17114,Student 15115,Civil,5.2,89.3,76.8,1,70.2
CS17115,Student 15116,Computer Science,5.0,47.7,35.6,1,40.8
CS17116,Student 15117,Civil,9.2,96.2,51.4,1,73.3
CS17117,Student 15118,Electrical,5.3,45.0,38.3,0,40.1
CS17118,Student 15119,Mechanical,9.0,73.9,96.5,2,78.5
CS17119,Student 15120,Mechanical,7.2,33.0,84.0,1,53.8
CS17120,Student 15121,Civil,6.5,82.2,78.7,0,69.5
CS17121,Student 15122,Computer Science,9.4,65.1,64.6,3,67.2
CS17122,Student 15123,Computer Science,5.4,47.7,71.8,2,53.4
CS17123,Student 15124,Civil,7.2,61.2,49.2,1,54.6
CS17124,Student 15125,Electrical,8.8,53.3,51.1,3,57.2
CS17125,Student 15126,Mechanical,9.1,30.3,42.0,2,44.9
CS17126,Student 15127,Electrical,6.3,43.9,70.4,1,52.3
CS17127,Student 15128,Computer Science,9.8,55.3,67.9,1,63.1
CS17128,Student 15129,Electrical,6.8,59.5,68.1,0,57.8
CS17129,Student 15130,Computer Science,8.3,70.8,84.3,2,72.2
CS17130,Student 15131,Computer Science,9.8,96.5,70.7,1,80.4
CS17131,Student 15132,Computer Science,6.8,92.1,53.0,2,68.3
CS17132,Student 15133,Electrical,6.0,85.5,42.4,1,59.9
CS17133,Student 15134,Computer Science,5.4,78.4,40.3,3,57.2
CS17134,Student 15135,Electrical,6.7,76.0,37.5,3,58.1
CS17135,Student 15136,Electrical,5.2,76.8,33.3,2,53.1
CS17136,Student 15137,Mechanical,9.8,97.2,89.1,2,87.2
CS17137,Student 15138,Computer Science,9.2,50.7,77.6,2,64.0
CS17138,Student 15139,Mechanical,7.1,49.3,44.9,1,48.4
CS17139,Student 15140,Electrical,6.7,43.5,58.6,2,50.4
CS17140,Student 15141,Computer Science,8.2,94.2,95.5,3,85.7
CS17141,Student 15142,Civil,6.2,73.3,75.5,1,65.4
CS17142,Student 15143,Electrical,7.4,88.1,74.9,3,75.5
CS17143,Student 15144,Computer Science,8.2,73.2,54.6,0,62.1
CS17144,Student 15145,Mechanical,5.2,44.7,31.2,1,38.6
CS17145,Student 15146,Electrical,6.2,83.5,44.9,3,62.3
CS17146,Student 15147,Mechanical,7.2,62.1,86.5,0,65.2
CS17147,Student 15148,Civil,7.3,36.5,40.3,3,44.3
CS17148,Student 15149,Electrical,5.9,37.1,37.9,2,40.0
CS17149,Student 15150,Electrical,5.6,70.0,50.2,0,54.3
CS17150,Student 15151,Civil,5.8,55.6,57.7,2,53.1
CS17151,Student 15152,Civil,8.7,46.2,75.1,1,59.4
CS17152,Student 15153,Electrical,8.7,90.4,90.2,1,81.6
CS17153,Student 15154,Computer Science,8.5,45.3,83.4,0,60.1
CS17154,Student 15155,Civil,5.7,38.6,65.8,3,49.6
CS17155,Student 15156,Electrical,6.8,38.1,58.1,2,48.3
CS17156,Student 15157,Civil,7.7,54.4,37.4,2,50.4
CS17157,Student 15158,Electrical,9.9,85.7,91.9,0,81.7
CS17158,Student 15159,Mechanical,7.5,48.6,76.4,1,58.4
CS17159,Student 15160,Mechanical,5.1,55.8,53.9,1,49.7
CS17160,Student 15161,Electrical,7.9,34.0,42.3,3,45.1
CS17161,Student 15162,Computer Science,7.0,90.7,85.2,2,77.8
CS17162,Student 15163,Electrical,7.6,75.3,39.4,0,57.1
CS17163,Student 15164,Mechanical,7.1,30.9,50.9,3,44.8
CS17164,Student 15165,Civil,7.9,51.2,56.2,1,54.1
CS17165,Student 15166,Civil,7.2,59.3,32.3,1,48.8
CS17166,Student 15167,Computer Science,5.1,40.2,61.7,2,46.8
CS17167,Student 15168,Civil,5.7,86.3,78.6,2,71.5
CS17168,Student 15169,Electrical,6.3,38.2,67.1,2,50.0
CS17169,Student 15170,Civil,6.4,54.2,93.2,0,62.4
CS17170,Student 15171,Computer Science,6.9,72.8,80.2,2,69.0
CS17171,Student 15172,Computer Science,6.4,83.0,33.0,2,57.9
CS17172,Student 15173,Civil,8.6,56.2,51.0,2,57.0
CS17173,Student 15174,Mechanical,8.4,86.6,80.6,3,78.6
CS17174,Student 15175,Mechanical,8.0,99.8,35.8,3,69.7
CS17175,Student 15176,Electrical,8.8,54.2,50.8,0,54.5
CS17176,Student 15177,Computer Science,9.8,36.1,81.6,0,58.5
CS17177,Student 15178,Civil,7.0,35.7,66.2,2,50.1
CS17178,Student 15179,Civil,7.1,82.1,58.8,1,65.7
CS17179,Student 15180,Civil,9.5,87.9,76.3,2,79.0
CS17180,Student 15181,Civil,7.3,58.9,81.7,3,65.7
CS17181,Student 15182,Civil,7.4,85.4,34.0,0,59.2
CS17182,Student 15183,Computer Science,8.0,78.0,86.7,0,73.2
CS17183,Student 15184,Computer Science,6.0,78.5,63.8,0,62.5
CS17184,Student 15185,Civil,5.5,54.1,49.2,0,47.4
CS17185,Student 15186,Civil,6.1,60.6,44.2,2,51.7
CS17186,Student 15187,Electrical,6.4,63.3,65.7,2,59.8
CS17187,Student 15188,Mechanical,9.5,57.9,39.4,2,56.0
CS17188,Student 15189,Civil,5.2,56.0,35.3,1,44.4
CS17189,Student 15190,Mechanical,5.0,87.0,50.1,3,62.8
CS17190,Student 15191,Computer Science,6.9,99.5,45.8,1,68.3
CS17191,Student 15192,Electrical,6.4,88.8,38.9,3,63.0
CS17192,Student 15193,Mechanical,5.2,68.2,86.7,2,65.7
CS17193,Student 15194,Electrical,6.3,90.7,73.2,3,73.8
CS17194,Student 15195,Mechanical,9.1,40.0,34.6,2,46.6
CS17195,Student 15196,Computer Science,5.8,59.4,31.3,3,47.8
CS17196,Student 15197,Mechanical,8.4,60.3,79.3,2,66.7
CS17197,Student 15198,Civil,5.4,66.5,63.4,3,59.4
CS17198,Student 15199,Civil,8.3,40.3,36.0,0,43.5
CS17199,Student 15200,Civil,7.9,55.2,40.1,1,50.9
CS17200,Student 15201,Computer Science,8.8,65.7,95.8,2,74.6
CS17201,Student 15202,Mechanical,9.7,57.6,84.0,3,70.6
CS17202,Student 15203,Mechanical,8.5,68.3,37.2,1,56.5
CS17203,Student 15204,Mechanical,7.2,89.6,56.0,1,68.0
CS17204,Student 15205,Civil,6.6,42.7,66.3,3,53.2
CS17205,Student 15206,Electrical,9.8,34.1,98.9,2,64.9
CS17206,Student 15207,Civil,7.2,55.3,57.4,0,53.7
CS17207,Student 15208,Computer Science,6.4,80.1,67.4,0,65.1
CS17208,Student 15209,Mechanical,7.2,56.8,50.5,2,54.3
CS17209,Student 15210,Civil,9.7,68.8,92.0,0,74.5
CS17210,Student 15211,Computer Science,9.8,92.0,69.6,1,78.3
CS17211,Student 15212,Computer Science,6.4,63.7,87.8,3,67.6
CS17212,Student 15213,Mechanical,5.8,40.0,34.2,3,40.9
CS17213,Student 15214,Civil,8.5,31.6,33.2,2,41.6
CS17214,Student 15215,Computer Science,8.1,38.4,97.1,1,61.7
CS17215,Student 15216,Computer Science,6.0,33.2,57.0,3,45.4
CS17216,Student 15217,Civil,8.3,92.1,69.5,2,76.3
CS17217,Student 15218,Mechanical,5.3,74.3,89.3,0,67.1
CS17218,Student 15219,Electrical,8.3,58.2,63.0,1,59.8
CS17219,Student 15220,Civil,6.1,90.3,53.7,0,64.4
CS17220,Student 15221,Mechanical,5.4,90.1,52.2,2,64.5
CS17221,Student 15222,Civil,6.0,93.5,71.1,1,71.7
CS17222,Student 15223,Mechanical,9.2,54.6,63.9,2,61.4
CS17223,Student 15224,Mechanical,9.6,50.3,85.1,1,65.8
CS17224,Student 15225,Computer Science,8.3,59.9,87.5,1,67.8
CS17225,Student 15226,Computer Science,6.9,78.3,87.3,3,74.3
CS17226,Student 15227,Mechanical,5.2,80.1,94.0,3,73.6
CS17227,Student 15228,Computer Science,6.9,42.5,75.4,3,56.4
CS17228,Student 15229,Mechanical,7.2,63.6,44.8,2,55.3
CS17229,Student 15230,Mechanical,6.2,39.0,70.5,3,52.1
CS17230,Student 15231,Civil,8.9,98.9,70.2,1,79.4
CS17231,Student 15232,Civil,9.9,77.3,58.0,1,69.1
CS17232,Student 15233,Civil,5.3,67.5,56.1,1,55.4
CS17233,Student 15234,Civil,9.7,33.6,98.2,0,62.3
CS17234,Student 15235,Mechanical,8.5,36.8,45.0,2,47.2
CS17235,Student 15236,Civil,7.3,57.2,87.7,1,64.8
CS17236,Student 15237,Mechanical,8.6,65.2,89.4,3,73.1
CS17237,Student 15238,Civil,6.5,85.3,87.3,3,76.3
CS17238,Student 15239,Mechanical,8.7,79.0,77.4,3,75.2
CS17239,Student 15240,Electrical,9.9,49.5,31.0,0,48.9
CS17240,Student 15241,Civil,5.6,97.8,38.9,3,65.0
CS17241,Student 15242,Electrical,8.6,80.3,33.0,2,61.2
CS17242,Student 15243,Mechanical,6.2,72.4,92.5,3,72.1
CS17243,Student 15244,Mechanical,8.1,39.0,81.8,1,57.3
CS17244,Student 15245,Electrical,6.3,70.8,49.0,0,55.6
CS17245,Student 15246,Electrical,9.2,94.8,99.6,2,88.2
CS17246,Student 15247,Mechanical,7.7,66.1,77.9,2,67.2
CS17247,Student 15248,Mechanical,9.1,91.8,42.1,2,69.5
CS17248,Student 15249,Mechanical,8.5,43.8,65.8,3,57.3
CS17249,Student 15250,Civil,8.6,67.4,35.2,2,56.7
CS17250,Student 15251,Mechanical,9.7,96.1,37.8,3,72.2
CS17251,Student 15252,Mechanical,6.8,39.5,67.4,0,49.6
CS17252,Student 15253,Electrical,5.1,32.5,48.1,2,39.6
CS17253,Student 15254,Civil,6.4,89.9,31.4,1,59.2
CS17254,Student 15255,Electrical,5.4,47.8,71.0,0,51.2
CS17255,Student 15256,Electrical,8.1,93.6,75.3,2,78.2
CS17256,Student 15257,Civil,8.5,59.0,88.7,0,67.2
CS17257,Student 15258,Civil,6.6,50.4,30.4,2,44.5
CS17258,Student 15259,Electrical,8.5,88.1,64.3,1,72.5
CS17259,Student 15260,Mechanical,9.2,35.2,44.8,0,45.9
CS17260,Student 15261,Civil,6.3,32.1,77.1,0,48.6
CS17261,Student 15262,Computer Science,6.6,55.2,71.9,1,57.9
CS17262,Student 15263,Computer Science,8.7,92.1,63.8,2,75.4
CS17263,Student 15264,Computer Science,9.3,38.9,41.8,1,47.7
CS17264,Student 15265,Electrical,6.3,62.5,85.9,2,65.4
CS17265,Student 15266,Mechanical,5.5,51.7,84.7,1,58.1
CS17266,Student 15267,Electrical,9.4,80.8,58.8,1,69.8
CS17267,Student 15268,Electrical,6.0,96.6,79.8,1,75.6
CS17268,Student 15269,Electrical,6.8,78.3,48.8,2,61.6
CS17269,Student 15270,Civil,5.7,78.5,52.1,3,61.4
CS17270,Student 15271,Civil,8.3,96.6,74.2,0,77.5
CS17271,Student 15272,Electrical,5.5,77.6,43.7,0,55.1
CS17272,Student 15273,Mechanical,5.7,38.6,48.8,1,42.5
CS17273,Student 15274,Mechanical,7.6,46.7,34.9,0,44.4
CS17274,Student 15275,Computer Science,6.5,34.0,72.3,3,51.3
CS17275,Student 15276,Mechanical,7.8,35.0,89.2,1,57.4
CS17276,Student 15277,Computer Science,9.9,89.7,86.3,2,83.6
CS17277,Student 15278,Computer Science,6.9,55.7,55.8,1,53.8
CS17278,Student 15279,Civil,8.8,45.0,82.4,0,60.3
CS17279,Student 15280,Civil,9.5,48.0,44.8,2,53.6
CS17280,Student 15281,Mechanical,8.4,31.9,89.1,1,57.3
CS17281,Student 15282,Electrical,9.9,57.7,92.6,2,72.7
CS17282,Student 15283,Civil,7.3,32.5,44.9,3,44.1
CS17283,Student 15284,Computer Science,7.0,90.3,83.9,2,77.3
CS17284,Student 15285,Electrical,7.1,90.3,48.4,0,64.8
CS17285,Student 15286,Computer Science,8.6,61.6,72.3,1,64.5
CS17286,Student 15287,Mechanical,8.9,44.3,62.3,0,54.2
CS17287,Student 15288,Mechanical,6.0,83.5,77.1,2,70.5
CS17288,Student 15289,Mechanical,5.4,51.7,56.8,0,48.5
CS17289,Student 15290,Mechanical,9.6,71.2,73.8,0,69.8
CS17290,Student 15291,Civil,6.2,30.2,79.0,1,49.2
CS17291,Student 15292,Civil,5.2,66.1,89.4,2,65.7
CS17292,Student 15293,Civil,7.9,40.9,47.6,2,48.4
CS17293,Student 15294,Mechanical,8.5,46.9,69.9,2,58.7
CS17294,Student 15295,Mechanical,5.1,97.6,52.2,2,66.9
CS17295,Student 15296,Computer Science,7.2,75.8,47.1,3,61.9
CS17296,Student 15297,Civil,6.8,95.9,34.3,1,63.3
CS17297,Student 15298,Mechanical,10.0,71.6,35.4,3,62.3
CS17298,Student 15299,Civil,7.2,44.3,99.4,0,61.9
CS17299,Student 15300,Mechanical,8.8,60.6,80.0,0,65.8
CS17300,Student 15301,Electrical,9.9,97.6,58.4,0,76.4
CS17301,Student 15302,Electrical,5.9,95.9,70.4,2,73.3
CS17302,Student 15303,Civil,8.2,48.9,83.3,3,64.0
CS17303,Student 15304,Electrical,8.7,36.7,61.0,0,50.4
CS17304,Student 15305,Civil,7.8,65.4,55.0,1,59.3
CS17305,Student 15306,Electrical,10.0,53.6,79.1,3,68.2
CS17306,Student 15307,Civil,7.0,79.9,99.3,1,76.8
CS17307,Student 15308,Electrical,6.0,43.6,62.6,0,48.2
CS17308,Student 15309,Mechanical,7.1,30.8,54.7,0,42.9
CS17309,Student 15310,Electrical,8.4,67.8,32.7,2,55.7
CS17310,Student 15311,Civil,6.4,59.1,61.7,3,58.0
CS17311,Student 15312,Mechanical,8.7,45.4,54.7,1,53.0
CS17312,Student 15313,Electrical,9.3,68.3,61.8,3,67.5
CS17313,Student 15314,Civil,8.3,69.6,89.0,3,74.1
CS17314,Student 15315,Computer Science,6.1,88.4,49.1,2,64.3
CS17315,Student 15316,Civil,9.4,45.4,78.0,2,62.4
CS17316,Student 15317,Civil,7.0,96.5,96.0,2,83.4
CS17317,Student 15318,Mechanical,8.6,61.3,47.5,3,59.0
CS17318,Student 15319,Mechanical,6.3,43.8,56.9,1,48.2
CS17319,Student 15320,Electrical,10.0,88.5,79.2,1,80.2
CS17320,Student 15321,Electrical,5.7,75.5,94.2,1,70.9
CS17321,Student 15322,Mechanical,6.5,47.6,93.7,0,60.2
CS17322,Student 15323,Computer Science,5.9,43.3,76.9,0,52.2
CS17323,Student 15324,Electrical,5.9,47.6,48.2,3,48.3
CS17324,Student 15325,Computer Science,6.0,43.5,41.4,3,44.8
CS17325,Student 15326,Electrical,8.2,31.5,40.4,2,43.1
CS17326,Student 15327,Civil,6.5,42.9,40.0,0,42.2
CS17327,Student 15328,Computer Science,7.6,64.6,40.2,3,56.1
CS17328,Student 15329,Mechanical,8.8,46.7,53.3,2,54.3
CS17329,Student 15330,Mechanical,7.8,75.5,79.2,3,72.6
CS17330,Student 15331,Civil,7.1,72.3,86.6,3,72.1
CS17331,Student 15332,Civil,5.8,69.3,52.2,2,57.0
CS17332,Student 15333,Computer Science,5.5,61.2,96.6,0,64.5
CS17333,Student 15334,Computer Science,7.0,40.4,60.3,1,49.2
CS17334,Student 15335,Electrical,9.2,58.0,89.8,1,69.5
CS17335,Student 15336,Electrical,8.1,70.1,51.9,1,60.8
CS17336,Student 15337,Electrical,7.1,38.5,69.2,0,50.4
CS17337,Student 15338,Electrical,5.7,99.1,72.0,2,74.6
CS17338,Student 15339,Mechanical,5.9,76.4,56.4,0,59.3
CS17339,Student 15340,Mechanical,9.7,73.1,75.4,0,71.3
CS17340,Student 15341,Civil,6.3,96.2,79.0,0,74.8
CS17341,Student 15342,Civil,9.6,38.5,36.7,0,45.6
CS17342,Student 15343,Computer Science,5.3,62.6,77.0,2,60.7
CS17343,Student 15344,Mechanical,8.9,33.1,98.0,2,62.4
CS17344,Student 15345,Electrical,6.6,81.7,89.7,1,73.8
CS17345,Student 15346,Electrical,8.1,31.0,30.2,1,38.7
CS17346,Student 15347,Civil,9.5,91.5,70.1,3,79.6
CS17347,Student 15348,Civil,5.1,68.6,52.0,0,53.2
CS17348,Student 15349,Civil,8.9,46.9,40.3,2,50.7
CS17349,Student 15350,Civil,8.4,83.8,44.0,3,66.5
CS17350,Student 15351,Mechanical,6.4,33.8,73.5,3,51.4
CS17351,Student 15352,Computer Science,8.7,86.0,71.9,3,76.4
CS17352,Student 15353,Mechanical,8.0,62.7,53.0,0,57.0
CS17353,Student 15354,Electrical,9.6,92.5,31.5,0,65.7
CS17354,Student 15355,Computer Science,8.9,48.1,73.2,1,60.0
CS17355,Student 15356,Electrical,9.6,89.9,74.9,3,80.6
CS17356,Student 15357,Civil,5.8,95.4,92.4,0,77.5
CS17357,Student 15358,Computer Science,9.9,69.3,39.6,1,60.4
CS17358,Student 15359,Computer Science,7.9,33.3,85.6,0,54.8
CS17359,Student 15360,Mechanical,6.5,72.6,38.4,3,56.6
CS17360,Student 15361,Mechanical,7.4,86.4,84.2,0,74.6
CS17361,Student 15362,Mechanical,8.7,78.9,81.6,2,75.4
CS17362,Student 15363,Mechanical,9.7,32.6,83.6,2,59.5
CS17363,Student 15364,Electrical,8.7,47.5,55.6,3,56.1
CS17364,Student 15365,Mechanical,6.4,60.4,95.9,3,68.7
CS17365,Student 15366,Electrical,9.3,87.6,86.2,1,80.5
CS17366,Student 15367,Civil,8.8,51.3,95.7,2,68.8
CS17367,Student 15368,Computer Science,6.8,74.8,32.7,2,55.3
CS17368,Student 15369,Mechanical,8.2,68.4,75.4,1,67.4
CS17369,Student 15370,Civil,8.7,96.0,70.5,0,77.0
CS17370,Student 15371,Computer Science,5.3,33.7,48.1,0,38.5
CS17371,Student 15372,Computer Science,7.4,86.6,95.7,3,81.2
CS17372,Student 15373,Civil,5.5,74.1,89.5,0,67.5
CS17373,Student 15374,Electrical,5.8,93.0,99.6,3,81.7
CS17374,Student 15375,Civil,8.4,59.1,98.1,2,71.9
CS17375,Student 15376,Electrical,5.8,46.3,93.8,2,60.3
CS17376,Student 15377,Mechanical,9.2,60.9,96.1,2,73.6
CS17377,Student 15378,Mechanical,9.4,31.5,96.4,2,62.3
CS17378,Student 15379,Electrical,7.2,84.3,64.9,3,70.6
CS17379,Student 15380,Computer Science,9.4,33.6,54.6,0,48.6
CS17380,Student 15381,Civil,8.3,83.8,70.2,3,74.2
CS17381,Student 15382,Electrical,5.9,66.3,41.4,2,52.7
CS17382,Student 15383,Civil,8.3,43.6,81.3,2,60.4
CS17383,Student 15384,Electrical,7.7,50.1,83.7,2,62.6
CS17384,Student 15385,Mechanical,6.1,89.3,81.3,1,73.3
CS17385,Student 15386,Mechanical,6.1,96.3,85.9,2,78.5
CS17386,Student 15387,Electrical,7.1,41.8,85.0,3,59.4
CS17387,Student 15388,Civil,5.4,41.4,92.0,0,55.0
CS17388,Student 15389,Electrical,7.6,77.7,78.1,1,70.7
CS17389,Student 15390,Electrical,6.6,35.7,32.1,3,40.1
CS17390,Student 15391,Electrical,6.2,90.6,99.8,0,78.6
CS17391,Student 15392,Electrical,7.3,79.5,77.5,2,71.7
CS17392,Student 15393,Civil,9.2,76.0,81.7,2,75.3
CS17393,Student 15394,Civil,9.6,81.0,82.0,2,78.2
CS17394,Student 15395,Electrical,8.1,75.7,70.6,2,69.7
CS17395,Student 15396,Electrical,5.6,79.0,71.7,0,64.3
CS17396,Student 15397,Civil,6.0,54.8,81.7,0,58.4
CS17397,Student 15398,Electrical,6.0,52.3,44.4,0,46.2
CS17398,Student 15399,Electrical,7.4,99.5,37.3,3,68.8
CS17399,Student 15400,Mechanical,5.5,38.0,44.9,1,40.7
CS17400,Student 15401,Electrical,7.2,58.5,80.6,0,62.0
CS17401,Student 15402,Civil,7.5,88.9,73.2,0,72.5
CS17402,Student 15403,Civil,9.5,91.3,31.3,0,64.9
CS17403,Student 15404,Electrical,7.6,77.8,85.2,2,73.9
CS17404,Student 15405,Mechanical,5.5,97.3,45.8,3,66.7
CS17405,Student 15406,Civil,5.3,62.7,91.0,3,66.0
CS17406,Student 15407,Civil,5.1,45.4,63.0,0,47.3
CS17407,Student 15408,Mechanical,7.6,49.6,98.7,0,64.7
CS17408,Student 15409,Electrical,6.4,80.5,58.4,0,62.5
CS17409,Student 15410,Computer Science,5.1,39.5,64.7,1,46.4
CS17410,Student 15411,Mechanical,9.8,38.4,68.4,3,58.5
CS17411,Student 15412,Electrical,8.0,44.2,78.5,0,57.2
CS17412,Student 15413,Computer Science,6.0,31.1,95.5,2,55.1
CS17413,Student 15414,Civil,8.0,38.5,94.5,1,60.8
CS17414,Student 15415,Civil,8.8,37.1,55.1,2,51.0
CS17415,Student 15416,Electrical,6.3,99.6,79.7,3,79.3
CS17416,Student 15417,Civil,8.2,45.9,67.7,2,57.1
CS17417,Student 15418,Electrical,5.2,76.8,54.3,2,59.4
CS17418,Student 15419,Electrical,8.9,98.3,45.0,0,70.6
CS17419,Student 15420,Civil,7.6,42.8,66.1,3,55.2
CS17420,Student 15421,Computer Science,5.3,75.2,34.4,3,54.0
CS17421,Student 15422,Computer Science,6.4,85.9,76.8,1,71.2
CS17422,Student 15423,Computer Science,7.1,43.9,34.4,0,42.1
CS17423,Student 15424,Computer Science,8.9,93.8,98.1,3,87.8
CS17424,Student 15425,Mechanical,6.7,38.4,55.8,3,48.5
CS17425,Student 15426,Electrical,9.5,81.4,35.4,0,62.2
CS17426,Student 15427,Mechanical,7.0,61.6,92.3,1,67.3
CS17427,Student 15428,Computer Science,8.9,67.6,75.3,3,70.4
CS17428,Student 15429,Civil,9.4,51.9,35.2,3,53.1
CS17429,Student 15430,Mechanical,9.3,41.9,60.6,2,55.5
CS17430,Student 15431,Mechanical,9.7,45.2,58.5,2,57.0
CS17431,Student 15432,Electrical,8.7,97.0,95.0,0,84.7
CS17432,Student 15433,Civil,5.7,82.6,53.8,2,62.6
CS17433,Student 15434,Computer Science,8.3,78.4,51.0,3,66.3
CS17434,Student 15435,Civil,8.0,45.2,39.2,0,45.8
CS17435,Student 15436,Electrical,6.9,52.3,41.8,2,49.3
CS17436,Student 15437,Computer Science,7.5,47.4,64.2,1,54.2
CS17437,Student 15438,Mechanical,7.8,84.6,87.8,1,76.8
CS17438,Student 15439,Computer Science,9.8,71.2,58.3,2,67.6
CS17439,Student 15440,Electrical,7.2,43.1,75.2,0,54.2
CS17440,Student 15441,Mechanical,7.5,98.3,43.1,0,67.2
CS17441,Student 15442,Mechanical,9.1,84.2,75.9,2,76.7
CS17442,Student 15443,Civil,5.2,30.3,34.8,3,36.0
CS17443,Student 15444,Computer Science,7.0,39.9,37.8,2,43.3
CS17444,Student 15445,Civil,8.0,54.2,33.5,3,50.7
CS17445,Student 15446,Electrical,9.1,88.0,51.6,1,69.9
CS17446,Student 15447,Civil,9.0,69.1,44.3,0,58.9
CS17447,Student 15448,Mechanical,7.6,97.7,63.7,1,74.4
CS17448,Student 15449,Mechanical,6.3,37.1,89.8,0,54.4
CS17449,Student 15450,Mechanical,9.8,88.6,97.7,3,87.3
CS17450,Student 15451,Mechanical,6.9,96.6,59.0,3,73.1
CS17451,Student 15452,Electrical,7.2,60.4,46.7,0,52.6
CS17452,Student 15453,Civil,7.1,67.4,63.9,3,63.3
CS17453,Student 15454,Civil,7.6,58.7,57.3,1,56.9
CS17454,Student 15455,Civil,8.0,42.3,35.2,0,43.5
CS17455,Student 15456,Computer Science,7.1,97.7,95.7,3,85.0
CS17456,Student 15457,Computer Science,8.0,66.4,31.3,1,53.0
CS17457,Student 15458,Computer Science,7.8,70.4,42.9,2,58.6
CS17458,Student 15459,Mechanical,8.0,70.2,43.4,3,60.1
CS17459,Student 15460,Computer Science,10.0,53.9,87.3,1,68.8
CS17460,Student 15461,Electrical,6.6,76.8,59.5,2,63.8
CS17461,Student 15462,Electrical,6.0,61.9,90.0,0,63.8
CS17462,Student 15463,Electrical,8.7,50.2,42.7,0,50.3
CS17463,Student 15464,Electrical,9.9,32.2,91.6,1,61.2
CS17464,Student 15465,Computer Science,9.5,38.9,96.1,3,66.4
CS17465,Student 15466,Computer Science,9.4,59.6,84.4,2,70.0
CS17466,Student 15467,Electrical,6.9,67.1,34.5,0,51.0
CS17467,Student 15468,Computer Science,8.1,36.9,54.7,3,50.4
CS17468,Student 15469,Civil,5.2,85.1,79.0,0,68.1
CS17469,Student 15470,Mechanical,7.7,64.3,64.2,2,62.4
CS17470,Student 15471,Computer Science,6.3,31.1,49.1,3,42.8
CS17471,Student 15472,Electrical,5.1,40.3,37.2,3,40.5
CS17472,Student 15473,Computer Science,9.9,41.1,79.2,2,62.0
CS17473,Student 15474,Computer Science,6.5,84.1,93.7,1,75.8
CS17474,Student 15475,Mechanical,9.0,57.6,77.7,3,67.3
CS17475,Student 15476,Civil,6.4,32.2,54.1,0,41.9
CS17476,Student 15477,Civil,6.2,80.3,39.4,2,58.3
CS17477,Student 15478,Civil,9.1,98.9,65.3,0,77.4
CS17478,Student 15479,Computer Science,6.8,32.8,70.3,0,47.8
CS17479,Student 15480,Computer Science,9.2,65.5,34.3,0,54.9
CS17480,Student 15481,Computer Science,5.6,67.5,53.4,0,54.2
CS17481,Student 15482,Mechanical,5.9,91.1,69.0,0,68.9
CS17482,Student 15483,Computer Science,5.2,46.6,53.3,0,45.0
CS17483,Student 15484,Electrical,8.2,37.5,84.2,0,56.7
CS17484,Student 15485,Mechanical,7.7,62.8,55.7,0,57.2
